gcc,16,64,22928442,383694,0.0167,2415504,114717,0.0475,0,11739,1.2440
gcc,16,8,22929430,383682,0.0167,2425402,114157,0.0471,0,2462,1.2436
gcc,32,128,22927255,383676,0.0167,2406578,115230,0.0479,0,20625,1.2446
gcc,32,16,22929086,383682,0.0167,2422901,114220,0.0471,0,5195,1.2437
gcc,32,32,22928769,383684,0.0167,2419469,114363,0.0473,0,8379,1.2439
gcc,32,4,22929517,383682,0.0167,2427376,114153,0.0470,0,1334,1.2436
gcc,32,64,22928237,383693,0.0167,2414341,114683,0.0475,0,13238,1.2441
gcc,32,8,22929435,383682,0.0167,2425591,114149,0.0471,0,2804,1.2436
gcc,4,128,22927604,383682,0.0167,2410120,115304,0.0478,0,15902,1.2443
gcc,4,32,22929111,383685,0.0167,2421396,114380,0.0472,0,5251,1.2437
gcc,4,64,22928649,383694,0.0167,2417243,114752,0.0475,0,9187,1.2439
gcc,64,128,22926646,383664,0.0167,2400662,115112,0.0480,0,27473,1.2449
gcc,64,16,22929065,383683,0.0167,2422991,114204,0.0471,0,6191,1.2438
gcc,64,32,22928487,383683,0.0167,2417844,114354,0.0473,0,11053,1.2440
gcc,64,4,22929529,383683,0.0167,2428826,114152,0.0470,0,1501,1.2436
gcc,64,64,22927640,383670,0.0167,2410391,114632,0.0476,0,18124,1.2443
gcc,64,8,22929375,383683,0.0167,2426545,114148,0.0470,0,3176,1.2437
gcc,8,128,22927692,383682,0.0167,2409288,115292,0.0479,0,17207,1.2443
gcc,8,16,22929167,383682,0.0167,2424013,114237,0.0471,0,3246,1.2436
gcc,8,32,22928773,383686,0.0167,2421414,114372,0.0472,0,5672,1.2437
gcc,8,4,22929489,383682,0.0167,2426803,114151,0.0470,0,749,1.2436
gcc,8,64,22928543,383689,0.0167,2416932,114724,0.0475,0,9942,1.2439
gcc,8,8,22929167,383682,0.0167,2424013,114237,0.0471,0,3246,1.2436
mgrid,128,128,18355711,1594761,0.0869,1831581,583618,0.3186,0,51157,1.6251
mgrid,128,16,18355711,1594761,0.0869,1831707,583340,0.3185,0,51143,1.6251
mgrid,128,32,18355711,1594761,0.0869,1831677,583383,0.3185,0,51157,1.6251
mgrid,128,4,18355711,1594761,0.0869,1866731,583340,0.3125,0,16131,1.6251
mgrid,128,64,18355711,1594761,0.0869,1831645,583600,0.3186,0,51157,1.6250
mgrid,128,8,18355711,1594761,0.0869,1852739,583340,0.3149,0,30119,1.6251
mgrid,16,128,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
mgrid,16,16,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
mgrid,16,32,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
mgrid,16,4,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
mgrid,16,64,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
mgrid,16,8,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
mgrid,32,128,18355711,1594761,0.0869,1827469,583475,0.3193,0,38673,1.6250
mgrid,32,16,18355711,1594761,0.0869,1827581,583343,0.3192,0,38673,1.6250
mgrid,32,32,18355711,1594761,0.0869,1827565,583420,0.3192,0,38673,1.6250
mgrid,32,4,18355711,1594761,0.0869,1850605,583340,0.3152,0,15661,1.6250
mgrid,32,64,18355711,1594761,0.0869,1827533,583474,0.3193,0,38673,1.6250
mgrid,32,8,18355711,1594761,0.0869,1837981,583342,0.3174,0,28281,1.6250
mgrid,4,128,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
mgrid,4,32,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
mgrid,4,64,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
mgrid,64,128,18355711,1594761,0.0869,1831581,583618,0.3186,0,51157,1.6251
mgrid,64,16,18355711,1594761,0.0869,1831707,583340,0.3185,0,51143,1.6251
mgrid,64,32,18355711,1594761,0.0869,1831677,583383,0.3185,0,51157,1.6251
mgrid,64,4,18355711,1594761,0.0869,1866731,583340,0.3125,0,16131,1.6251
mgrid,64,64,18355711,1594761,0.0869,1831645,583600,0.3186,0,51157,1.6250
mgrid,64,8,18355711,1594761,0.0869,1852739,583340,0.3149,0,30119,1.6251
mgrid,8,128,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
mgrid,8,16,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
mgrid,8,32,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
mgrid,8,4,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
mgrid,8,64,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
mgrid,8,8,18355711,1594761,0.0869,1829345,583340,0.3189,0,0,1.6248
twolf,128,128,17693641,730985,0.0413,1966305,5478,0.0028,0,50213,1.5087
twolf,128,16,17694952,730987,0.0413,2024309,5473,0.0027,0,1621,1.5068
twolf,128,32,17694851,730987,0.0413,2019186,5473,0.0027,0,5553,1.5069
twolf,128,4,17694982,730987,0.0413,2025935,5474,0.0027,0,395,1.5068
twolf,128,64,17694406,730986,0.0413,2003567,5476,0.0027,0,17953,1.5074
twolf,128,8,17694975,730987,0.0413,2025516,5474,0.0027,0,654,1.5068
twolf,16,128,17694817,730985,0.0413,1964742,5474,0.0028,0,46517,1.5077
twolf,16,16,17695007,730986,0.0413,2021302,5473,0.0027,0,1195,1.5068
twolf,16,32,17694975,730986,0.0413,2015940,5474,0.0027,0,5008,1.5068
twolf,16,4,17695018,730986,0.0413,2022660,5474,0.0027,0,152,1.5067
twolf,16,64,17694936,730985,0.0413,2000899,5477,0.0027,0,16211,1.5070
twolf,16,8,17695018,730986,0.0413,2022432,5474,0.0027,0,336,1.5068
twolf,32,128,17694755,730985,0.0413,1964574,5475,0.0028,0,47086,1.5077
twolf,32,16,17695006,730986,0.0413,2021464,5473,0.0027,0,1234,1.5068
twolf,32,32,17694973,730986,0.0413,2016083,5474,0.0027,0,5082,1.5068
twolf,32,4,17695017,730986,0.0413,2022841,5474,0.0027,0,165,1.5067
twolf,32,64,17694905,730985,0.0413,2000979,5478,0.0027,0,16422,1.5070
twolf,32,8,17695017,730986,0.0413,2022601,5474,0.0027,0,359,1.5068
twolf,4,128,17694864,730987,0.0413,1965060,5477,0.0028,0,45834,1.5076
twolf,4,32,17694971,730986,0.0413,2015812,5475,0.0027,0,4966,1.5068
twolf,4,64,17694933,730986,0.0413,2000791,5478,0.0027,0,16113,1.5070
twolf,64,128,17694550,730985,0.0413,1965170,5475,0.0028,0,48080,1.5081
twolf,64,16,17694999,730986,0.0413,2022277,5473,0.0027,0,1355,1.5068
twolf,64,32,17694948,730986,0.0413,2017012,5473,0.0027,0,5211,1.5069
twolf,64,4,17695015,730986,0.0413,2023698,5474,0.0027,0,235,1.5068
twolf,64,64,17694792,730985,0.0413,2001617,5476,0.0027,0,17031,1.5072
twolf,64,8,17695012,730986,0.0413,2023414,5474,0.0027,0,462,1.5068
twolf,8,128,17694834,730985,0.0413,1964933,5476,0.0028,0,46131,1.5076
twolf,8,16,17695007,730986,0.0413,2021234,5473,0.0027,0,1183,1.5068
twolf,8,32,17694975,730986,0.0413,2015861,5475,0.0027,0,4989,1.5068
twolf,8,4,17695018,730986,0.0413,2022585,5474,0.0027,0,149,1.5067
twolf,8,64,17694937,730985,0.0413,2000819,5477,0.0027,0,16175,1.5070
twolf,8,8,17695018,730986,0.0413,2022360,5474,0.0027,0,329,1.5068
vortex,128,128,22243178,426962,0.0192,2733949,88281,0.0323,0,112111,1.4272
vortex,128,16,22240791,427327,0.0192,2842776,98510,0.0347,0,18894,1.4133
vortex,128,32,22240393,427004,0.0192,2817967,96707,0.0343,0,36716,1.4156
vortex,128,4,22240587,427351,0.0192,2867342,98266,0.0343,0,7152,1.4111
vortex,128,64,22240807,426972,0.0192,2781733,93906,0.0338,0,67584,1.4192
vortex,128,8,22240662,427353,0.0192,2853631,98585,0.0345,0,12701,1.4121
vortex,16,128,22239928,427250,0.0192,2772151,93212,0.0336,0,69337,1.4188
vortex,16,16,22241009,427493,0.0192,2821744,96856,0.0343,0,21531,1.4136
vortex,16,32,22241170,427421,0.0192,2805480,96083,0.0342,0,37360,1.4151
vortex,16,4,22240804,427493,0.0192,2838798,98065,0.0345,0,5435,1.4110
vortex,16,64,22241242,427321,0.0192,2783892,92849,0.0334,0,58344,1.4194
vortex,16,8,22240897,427495,0.0192,2831485,97872,0.0346,0,12181,1.4120
vortex,32,128,22239975,426710,0.0192,2749328,89811,0.0327,0,92590,1.4236
vortex,32,16,22241106,427470,0.0192,2823912,96930,0.0343,0,22061,1.4138
vortex,32,32,22241617,427423,0.0192,2806576,94550,0.0337,0,38850,1.4169
vortex,32,4,22240836,427495,0.0192,2840242,98257,0.0346,0,6953,1.4111
vortex,32,64,22241148,426960,0.0192,2777138,91092,0.0328,0,66206,1.4215
vortex,32,8,22240938,427496,0.0192,2833752,98006,0.0346,0,12654,1.4121
vortex,4,128,22241435,427393,0.0192,2813229,96710,0.0344,0,27796,1.4125
vortex,4,32,22241342,427419,0.0192,2820810,97004,0.0344,0,20474,1.4121
vortex,4,64,22241435,427390,0.0192,2814439,96753,0.0344,0,26668,1.4125
vortex,64,128,22242319,426911,0.0192,2737633,88920,0.0325,0,106420,1.4261
vortex,64,16,22240562,427132,0.0192,2830268,97656,0.0345,0,20868,1.4134
vortex,64,32,22240727,426977,0.0192,2809190,95958,0.0342,0,39157,1.4158
vortex,64,4,22240701,427435,0.0192,2852857,98209,0.0344,0,5461,1.4108
vortex,64,64,22241352,426966,0.0192,2778190,92916,0.0334,0,67677,1.4201
vortex,64,8,22240763,427419,0.0192,2841984,98479,0.0347,0,11881,1.4119
vortex,8,128,22241931,427399,0.0192,2773988,92117,0.0332,0,67545,1.4203
vortex,8,16,22242782,427490,0.0192,2824070,97068,0.0344,0,18155,1.4125
vortex,8,32,22242498,427424,0.0192,2813106,96707,0.0344,0,28697,1.4135
vortex,8,4,22240700,427493,0.0192,2837925,98096,0.0346,0,5013,1.4109
vortex,8,64,22242039,427384,0.0192,2789459,93316,0.0335,0,52091,1.4183
vortex,8,8,22240766,427495,0.0192,2834411,97842,0.0345,0,8155,1.4114
