crafty,128,128,19476371,512329,0.0263,2844002,31030,0.0109,0,241898,1.2689
crafty,128,16,19500417,512766,0.0263,3097484,31841,0.0103,0,71704,1.2587
crafty,128,32,19494481,512664,0.0263,3014940,31911,0.0106,0,111433,1.2610
crafty,128,4,19503768,512823,0.0263,3167642,31818,0.0100,0,50295,1.2575
crafty,128,64,19483227,512417,0.0263,2925856,31670,0.0108,0,174770,1.2648
crafty,128,8,19502661,512796,0.0263,3142876,31829,0.0101,0,57109,1.2579
crafty,16,128,19476133,512304,0.0263,2831497,30214,0.0107,0,225718,1.2685
crafty,16,16,19498821,512775,0.0263,2997076,31683,0.0106,0,67351,1.2588
crafty,16,32,19490415,512596,0.0263,2951734,31483,0.0107,0,110083,1.2614
crafty,16,4,19505534,512859,0.0263,3049970,31802,0.0104,0,17695,1.2560
crafty,16,64,19479144,512365,0.0263,2888736,31012,0.0107,0,169395,1.2652
crafty,16,8,19503427,512836,0.0263,3031037,31806,0.0105,0,35072,1.2570
crafty,32,128,19475887,512324,0.0263,2826403,30434,0.0108,0,236634,1.2690
crafty,32,16,19498775,512737,0.0263,3004851,31806,0.0106,0,70308,1.2589
crafty,32,32,19490871,512640,0.0263,2955317,31574,0.0107,0,115420,1.2615
crafty,32,4,19505057,512843,0.0263,3066291,31800,0.0104,0,22308,1.2562
crafty,32,64,19480227,512370,0.0263,2892897,31223,0.0108,0,172870,1.2651
crafty,32,8,19503119,512807,0.0263,3045554,31823,0.0104,0,37468,1.2571
crafty,4,128,19492629,512537,0.0263,2919547,31251,0.0107,0,136912,1.2626
crafty,4,32,19492637,512462,0.0263,2979831,31544,0.0106,0,76649,1.2598
crafty,4,64,19490870,512429,0.0263,2942493,31337,0.0106,0,113848,1.2615
crafty,64,128,19475670,512370,0.0263,2832595,30675,0.0108,0,239785,1.2690
crafty,64,16,19499462,512743,0.0263,3035696,31836,0.0105,0,68538,1.2587
crafty,64,32,19491909,512621,0.0263,2974041,31764,0.0107,0,116732,1.2614
crafty,64,4,19504636,512827,0.0263,3102514,31769,0.0102,0,31343,1.2566
crafty,64,64,19481366,512404,0.0263,2904610,31416,0.0108,0,175495,1.2650
crafty,64,8,19503056,512798,0.0263,3081663,31789,0.0103,0,41853,1.2573
crafty,8,128,19477493,512397,0.0263,2851792,30165,0.0106,0,203212,1.2674
crafty,8,16,19498398,512770,0.0263,3002374,31552,0.0105,0,57090,1.2584
crafty,8,32,19490491,512582,0.0263,2954267,31398,0.0106,0,103380,1.2611
crafty,8,4,19505083,512856,0.0263,3047338,31800,0.0104,0,13172,1.2558
crafty,8,64,19479680,512394,0.0263,2897667,31117,0.0107,0,157659,1.2644
crafty,8,8,19503511,512832,0.0263,3030420,31702,0.0105,0,29797,1.2568
gcc,128,128,22925921,383663,0.0167,2393933,114897,0.0480,0,36676,1.2453
gcc,128,16,22928960,383683,0.0167,2425499,114185,0.0471,0,6703,1.2438
gcc,128,32,22928255,383687,0.0167,2418843,114295,0.0473,0,12704,1.2441
gcc,128,4,22929469,383683,0.0167,2432458,114147,0.0469,0,1959,1.2436
gcc,128,64,22927352,383672,0.0167,2408627,114548,0.0476,0,22380,1.2445
gcc,128,8,22929302,383681,0.0167,2429709,114145,0.0470,0,3505,1.2437
gcc,16,128,22927396,383680,0.0167,2407986,115280,0.0479,0,18881,1.2444
gcc,16,16,22929221,383682,0.0167,2423290,114234,0.0471,0,4375,1.2437
gcc,16,32,22928921,383686,0.0167,2420328,114368,0.0473,0,7152,1.2438
gcc,16,4,22929542,383682,0.0167,2426775,114154,0.0470,0,1242,1.2436
